Province,District,Ward Code,Ward
Hà Nội,Ứng Hòa,10378,Sơn Công
Hà Nội,Ứng Hòa,10381,Đồng Tiến
Hà Nội,Ứng Hòa,10384,Phương Tú
Hà Nội,Ứng Hòa,10387,Trung Tú
Hà Nội,Ứng Hòa,10390,Đồng Tân
Hà Nội,Ứng Hòa,10393,Tảo Dương Văn
Hà Nội,Ứng Hòa,10396,Vạn Thái
Hà Nội,Ứng Hòa,10399,Minh Đức
Hà Nội,Ứng Hòa,10402,Hòa Lâm
Hà Nội,Ứng Hòa,10405,Hòa Xá
Hà Nội,Ứng Hòa,10408,Trầm Lộng
Hà Nội,Ứng Hòa,10411,Kim Đường
Hà Nội,Ứng Hòa,10414,Hòa Nam
Hà Nội,Ứng Hòa,10417,Hòa Phú
Hà Nội,Ứng Hòa,10420,Đội Bình
Hà Nội,Ứng Hòa,10423,Đại Hùng
Hà Nội,Ứng Hòa,10426,Đông Lỗ
Hà Nội,Ứng Hòa,10429,Phù Lưu
Hà Nội,Ứng Hòa,10432,Đại Cường
Hà Nội,Ứng Hòa,10435,Lưu Hoàng
Hà Nội,Ứng Hòa,10438,Hồng Quang
Hà Nội,Mỹ Đức,10441,Đại Nghĩa
Hà Nội,Mỹ Đức,10444,Đồng Tâm
Hà Nội,Mỹ Đức,10447,Thượng Lâm
Hà Nội,Mỹ Đức,10450,Tuy Lai
Hà Nội,Mỹ Đức,10453,Phúc Lâm
Hà Nội,Mỹ Đức,10456,Mỹ Thành
Hà Nội,Mỹ Đức,10459,Bột Xuyên
Hà Nội,Mỹ Đức,10462,An Mỹ
Hà Nội,Mỹ Đức,10465,Hồng Sơn
Hà Nội,Mỹ Đức,10468,Lê Thanh
Hà Nội,Mỹ Đức,10471,Xuy Xá
Hà Nội,Mỹ Đức,10474,Phùng Xá
Hà Nội,Mỹ Đức,10477,Phù Lưu Tế
Hà Nội,Mỹ Đức,10480,Đại Hưng
Hà Nội,Mỹ Đức,10483,Vạn Kim
Hà Nội,Mỹ Đức,10486,Đốc Tín
Hà Nội,Mỹ Đức,10489,Hương Sơn
Hà Nội,Mỹ Đức,10492,Hùng Tiến
Hà Nội,Mỹ Đức,10495,An Tiến
Hà Nội,Mỹ Đức,10498,Hợp Tiến
Hà Nội,Mỹ Đức,10501,Hợp Thanh
Hà Nội,Mỹ Đức,10504,An Phú
Hà Giang,Hà Giang,688,Quang Trung
Hà Giang,Hà Giang,691,Trần Phú
Hà Giang,Hà Giang,692,Ngọc Hà
Hà Giang,Hà Giang,694,Nguyễn Trãi
Hà Giang,Hà Giang,697,Minh Khai
Hà Giang,Hà Giang,700,Ngọc Đường
Hà Giang,Hà Giang,946,Phương Độ
Hà Giang,Hà Giang,949,Phương Thiện
Hà Giang,Đồng Văn,712,Phó Bảng
Hà Giang,Đồng Văn,715,Lũng Cú
Hà Giang,Đồng Văn,718,Má Lé
Hà Giang,Đồng Văn,721,Đồng Văn
Hà Giang,Đồng Văn,724,Lũng Táo
Hà Giang,Đồng Văn,727,Phố Là
Hà Giang,Đồng Văn,730,Thài Phìn Tủng
Hà Giang,Đồng Văn,733,Sủng Là
Hà Giang,Đồng Văn,736,Xà Phìn
Hà Giang,Đồng Văn,739,Tả Phìn
Hà Giang,Đồng Văn,742,Tả Lủng
Hà Giang,Đồng Văn,745,Phố Cáo
Hà Giang,Đồng Văn,748,Sính Lủng
Hà Giang,Đồng Văn,751,Sảng Tủng
Hà Giang,Đồng Văn,754,Lũng Thầu
Hà Giang,Đồng Văn,757,Hố Quáng Phìn
Hà Giang,Đồng Văn,760,Vần Chải
Hà Giang,Đồng Văn,763,Lũng Phìn
Hà Giang,Đồng Văn,766,Sủng Trái
Hà Giang,Mèo Vạc,769,Mèo Vạc
Hà Giang,Mèo Vạc,772,Thượng Phùng
Hà Giang,Mèo Vạc,775,Pải Lủng
Hà Giang,Mèo Vạc,778,Xín Cái
Hà Giang,Mèo Vạc,781,Pả Vi
Hà Giang,Mèo Vạc,784,Giàng Chu Phìn
Hà Giang,Mèo Vạc,787,Sủng Trà
Hà Giang,Mèo Vạc,790,Sủng Máng
Hà Giang,Mèo Vạc,793,Sơn Vĩ
Hà Giang,Mèo Vạc,796,Tả Lủng
Hà Giang,Mèo Vạc,799,Cán Chu Phìn
Hà Giang,Mèo Vạc,802,Lũng Pù
Hà Giang,Mèo Vạc,805,Lũng Chinh
Hà Giang,Mèo Vạc,808,Tát Ngà
Hà Giang,Mèo Vạc,811,Nậm Ban
Hà Giang,Mèo Vạc,814,Khâu Vai
Hà Giang,Mèo Vạc,815,Niêm Tòng
Hà Giang,Mèo Vạc,817,Niêm Sơn
Hà Giang,Yên Minh,820,Yên Minh
Hà Giang,Yên Minh,823,Thắng Mố
Hà Giang,Yên Minh,826,Phú Lũng
Hà Giang,Yên Minh,829,Sủng Tráng
Hà Giang,Yên Minh,832,Bạch Đích
Hà Giang,Yên Minh,835,Na Khê
Hà Giang,Yên Minh,838,Sủng Thài
Hà Giang,Yên Minh,841,Hữu Vinh
Hà Giang,Yên Minh,844,Lao Và Chải
Hà Giang,Yên Minh,847,Mậu Duệ
Hà Giang,Yên Minh,850,Đông Minh
Hà Giang,Yên Minh,853,Mậu Long
Hà Giang,Yên Minh,856,Ngam La
Hà Giang,Yên Minh,859,Ngọc Long
Hà Giang,Yên Minh,862,Đường Thượng
Hà Giang,Yên Minh,865,Lũng Hồ
Hà Giang,Yên Minh,868,Du Tiến
Hà Giang,Yên Minh,871,Du Già
Hà Giang,Quản Bạ,874,Tam Sơn
Hà Giang,Quản Bạ,877,Bát Đại Sơn
Hà Giang,Quản Bạ,880,Nghĩa Thuận
Hà Giang,Quản Bạ,883,Cán Tỷ
Hà Giang,Quản Bạ,886,Cao Mã Pờ
Hà Giang,Quản Bạ,889,Thanh Vân
Hà Giang,Quản Bạ,892,Tùng Vài
Hà Giang,Quản Bạ,895,Đông Hà
Hà Giang,Quản Bạ,898,Quản Bạ
Hà Giang,Quản Bạ,901,Lùng Tám
Hà Giang,Quản Bạ,904,Quyết Tiến
Hà Giang,Quản Bạ,907,Tả Ván
Hà Giang,Quản Bạ,910,Thái An
Hà Giang,Vị Xuyên,703,Kim Thạch
Hà Giang,Vị Xuyên,706,Phú Linh
Hà Giang,Vị Xuyên,709,Kim Linh
Hà Giang,Vị Xuyên,913,Vị Xuyên
Hà Giang,Vị Xuyên,916,Nông Trường Việt Lâm
Hà Giang,Vị Xuyên,919,Minh Tân
Hà Giang,Vị Xuyên,922,Thuận Hoà
Hà Giang,Vị Xuyên,925,Tùng Bá
Hà Giang,Vị Xuyên,928,Thanh Thủy
Hà Giang,Vị Xuyên,931,Thanh Đức
Hà Giang,Vị Xuyên,934,Phong Quang
Hà Giang,Vị Xuyên,937,Xín Chải
Hà Giang,Vị Xuyên,940,Phương Tiến
Hà Giang,Vị Xuyên,943,Lao Chải
Hà Giang,Vị Xuyên,952,Cao Bồ
Hà Giang,Vị Xuyên,955,Đạo Đức
Hà Giang,Vị Xuyên,958,Thượng Sơn
Hà Giang,Vị Xuyên,961,Linh Hồ
Hà Giang,Vị Xuyên,964,Quảng Ngần
Hà Giang,Vị Xuyên,967,Việt Lâm
Hà Giang,Vị Xuyên,970,Ngọc Linh
Hà Giang,Vị Xuyên,973,Ngọc Minh
Hà Giang,Vị Xuyên,976,Bạch Ngọc
Hà Giang,Vị Xuyên,979,Trung Thành
Hà Giang,Bắc Mê,982,Minh Sơn
Hà Giang,Bắc Mê,985,Giáp Trung
Hà Giang,Bắc Mê,988,Yên Định
Hà Giang,Bắc Mê,991,Yên Phú
Hà Giang,Bắc Mê,994,Minh Ngọc
Hà Giang,Bắc Mê,997,Yên Phong
Hà Giang,Bắc Mê,1000,Lạc Nông
Hà Giang,Bắc Mê,1003,Phú Nam
Hà Giang,Bắc Mê,1006,Yên Cường
Hà Giang,Bắc Mê,1009,Thượng Tân
Hà Giang,Bắc Mê,1012,Đường Âm
Hà Giang,Bắc Mê,1015,Đường Hồng
Hà Giang,Bắc Mê,1018,Phiêng Luông
Hà Giang,Hoàng Su Phì,1021,Vinh Quang
Hà Giang,Hoàng Su Phì,1024,Bản Máy
Hà Giang,Hoàng Su Phì,1027,Thàng Tín
Hà Giang,Hoàng Su Phì,1030,Thèn Chu Phìn
Hà Giang,Hoàng Su Phì,1033,Pố Lồ
Hà Giang,Hoàng Su Phì,1036,Bản Phùng
Hà Giang,Hoàng Su Phì,1039,Túng Sán
Hà Giang,Hoàng Su Phì,1042,Chiến Phố
Hà Giang,Hoàng Su Phì,1045,Đản Ván
Hà Giang,Hoàng Su Phì,1048,Tụ Nhân
Hà Giang,Hoàng Su Phì,1051,Tân Tiến
Hà Giang,Hoàng Su Phì,1054,Nàng Đôn
Hà Giang,Hoàng Su Phì,1057,Pờ Ly Ngài
Hà Giang,Hoàng Su Phì,1060,Sán Xả Hồ
Hà Giang,Hoàng Su Phì,1063,Bản Luốc
Hà Giang,Hoàng Su Phì,1066,Ngàm Đăng Vài
Hà Giang,Hoàng Su Phì,1069,Bản Nhùng
Hà Giang,Hoàng Su Phì,1072,Tả Sử Choóng
Hà Giang,Hoàng Su Phì,1075,Nậm Dịch
Hà Giang,Hoàng Su Phì,1081,Hồ Thầu
Hà Giang,Hoàng Su Phì,1084,Nam Sơn
Hà Giang,Hoàng Su Phì,1087,Nậm Tỵ
Hà Giang,Hoàng Su Phì,1090,Thông Nguyên
Hà Giang,Hoàng Su Phì,1093,Nậm Khòa
Hà Giang,Xín Mần,1096,Cốc Pài
Hà Giang,Xín Mần,1099,Nàn Xỉn
Hà Giang,Xín Mần,1102,Bản Díu
Hà Giang,Xín Mần,1105,Chí Cà
Hà Giang,Xín Mần,1108,Xín Mần
Hà Giang,Xín Mần,1114,Thèn Phàng
Hà Giang,Xín Mần,1117,Trung Thịnh
Hà Giang,Xín Mần,1120,Pà Vầy Sủ
Hà Giang,Xín Mần,1123,Cốc Rế
Hà Giang,Xín Mần,1126,Thu Tà
Hà Giang,Xín Mần,1129,Nàn Ma
Hà Giang,Xín Mần,1132,Tả Nhìu
Hà Giang,Xín Mần,1135,Bản Ngò
Hà Giang,Xín Mần,1138,Chế Là
Hà Giang,Xín Mần,1141,Nấm Dẩn
Hà Giang,Xín Mần,1144,Quảng Nguyên
Hà Giang,Xín Mần,1147,Nà Chì
Hà Giang,Xín Mần,1150,Khuôn Lùng
Hà Giang,Bắc Quang,1153,Việt Quang
Hà Giang,Bắc Quang,1156,Vĩnh Tuy
Hà Giang,Bắc Quang,1159,Tân Lập
Hà Giang,Bắc Quang,1162,Tân Thành
Hà Giang,Bắc Quang,1165,Đồng Tiến
Hà Giang,Bắc Quang,1168,Đồng Tâm
Hà Giang,Bắc Quang,1171,Tân Quang
Hà Giang,Bắc Quang,1174,Thượng Bình
Hà Giang,Bắc Quang,1177,Hữu Sản
Hà Giang,Bắc Quang,1180,Kim Ngọc
Hà Giang,Bắc Quang,1183,Việt Vinh
Hà Giang,Bắc Quang,1186,Bằng Hành
Hà Giang,Bắc Quang,1189,Quang Minh
Hà Giang,Bắc Quang,1192,Liên Hiệp
Hà Giang,Bắc Quang,1195,Vô Điếm
Hà Giang,Bắc Quang,1198,Việt Hồng
Hà Giang,Bắc Quang,1201,Hùng An
Hà Giang,Bắc Quang,1204,Đức Xuân
Hà Giang,Bắc Quang,1207,Tiên Kiều
Hà Giang,Bắc Quang,1210,Vĩnh Hảo
Hà Giang,Bắc Quang,1213,Vĩnh Phúc
Hà Giang,Bắc Quang,1216,Đồng Yên
Hà Giang,Bắc Quang,1219,Đông Thành
Hà Giang,Quang Bình,1222,Xuân Minh
Hà Giang,Quang Bình,1225,Tiên Nguyên
Hà Giang,Quang Bình,1228,Tân Nam
Hà Giang,Quang Bình,1231,Bản Rịa
Hà Giang,Quang Bình,1234,Yên Thành
Hà Giang,Quang Bình,1237,Yên Bình
Hà Giang,Quang Bình,1240,Tân Trịnh
Hà Giang,Quang Bình,1243,Tân Bắc
Hà Giang,Quang Bình,1246,Bằng Lang
Hà Giang,Quang Bình,1249,Yên Hà
Hà Giang,Quang Bình,1252,Hương Sơn
Hà Giang,Quang Bình,1255,Xuân Giang
Hà Giang,Quang Bình,1258,Nà Khương
Hà Giang,Quang Bình,1261,Tiên Yên
Hà Giang,Quang Bình,1264,Vĩ Thượng
Cao Bằng,Cao Bằng,1267,Sông Hiến
Cao Bằng,Cao Bằng,1270,Sông Bằng
Cao Bằng,Cao Bằng,1273,Hợp Giang
Cao Bằng,Cao Bằng,1276,Tân Giang
Cao Bằng,Cao Bằng,1279,Ngọc Xuân
Cao Bằng,Cao Bằng,1282,Đề Thám
Cao Bằng,Cao Bằng,1285,Hoà Chung
Cao Bằng,Cao Bằng,1288,Duyệt Trung
Cao Bằng,Cao Bằng,1693,Vĩnh Quang
Cao Bằng,Cao Bằng,1705,Hưng Đạo
Cao Bằng,Cao Bằng,1720,Chu Trinh
Cao Bằng,Bảo Lâm,1290,Pác Miầu
Cao Bằng,Bảo Lâm,1291,Đức Hạnh
Cao Bằng,Bảo Lâm,1294,Lý Bôn
Cao Bằng,Bảo Lâm,1296,Nam Cao
Cao Bằng,Bảo Lâm,1297,Nam Quang
Cao Bằng,Bảo Lâm,1300,Vĩnh Quang
Cao Bằng,Bảo Lâm,1303,Quảng Lâm
Cao Bằng,Bảo Lâm,1304,Thạch Lâm
Cao Bằng,Bảo Lâm,1309,Vĩnh Phong
Cao Bằng,Bảo Lâm,1312,Mông Ân
Cao Bằng,Bảo Lâm,1315,Thái Học
Cao Bằng,Bảo Lâm,1316,Thái Sơn
Cao Bằng,Bảo Lâm,1318,Yên Thổ
Cao Bằng,Bảo Lạc,1321,Bảo Lạc
Cao Bằng,Bảo Lạc,1324,Cốc Pàng
Cao Bằng,Bảo Lạc,1327,Thượng Hà
Cao Bằng,Bảo Lạc,1330,Cô Ba
Cao Bằng,Bảo Lạc,1333,Bảo Toàn
Cao Bằng,Bảo Lạc,1336,Khánh Xuân
Cao Bằng,Bảo Lạc,1339,Xuân Trường
Cao Bằng,Bảo Lạc,1342,Hồng Trị
Cao Bằng,Bảo Lạc,1343,Kim Cúc
Cao Bằng,Bảo Lạc,1345,Phan Thanh
Cao Bằng,Bảo Lạc,1348,Hồng An
Cao Bằng,Bảo Lạc,1351,Hưng Đạo
Cao Bằng,Bảo Lạc,1352,Hưng Thịnh
Cao Bằng,Bảo Lạc,1354,Huy Giáp
Cao Bằng,Bảo Lạc,1357,Đình Phùng
Cao Bằng,Bảo Lạc,1359,Sơn Lập
Cao Bằng,Bảo Lạc,1360,Sơn Lộ
Cao Bằng,Hà Quảng,1363,Thông Nông
Cao Bằng,Hà Quảng,1366,Cần Yên
Cao Bằng,Hà Quảng,1367,Cần Nông
Cao Bằng,Hà Quảng,1372,Lương Thông
Cao Bằng,Hà Quảng,1375,Đa Thông
Cao Bằng,Hà Quảng,1378,Ngọc Động
Cao Bằng,Hà Quảng,1381,Yên Sơn
Cao Bằng,Hà Quảng,1384,Lương Can
Cao Bằng,Hà Quảng,1387,Thanh Long
Cao Bằng,Hà Quảng,1392,Xuân Hòa
Cao Bằng,Hà Quảng,1393,Lũng Nặm
Cao Bằng,Hà Quảng,1399,Trường Hà
Cao Bằng,Hà Quảng,1402,Cải Viên
Cao Bằng,Hà Quảng,1411,Nội Thôn
Cao Bằng,Hà Quảng,1414,Tổng Cọt
Cao Bằng,Hà Quảng,1417,Sóc Hà
Cao Bằng,Hà Quảng,1420,Thượng Thôn
Cao Bằng,Hà Quảng,1429,Hồng Sỹ
Cao Bằng,Hà Quảng,1432,Quý Quân
Cao Bằng,Hà Quảng,1435,Mã Ba
Cao Bằng,Hà Quảng,1438,Ngọc Đào
Cao Bằng,Trùng Khánh,1447,Trà Lĩnh
Cao Bằng,Trùng Khánh,1453,Tri Phương
Cao Bằng,Trùng Khánh,1456,Quang Hán
Cao Bằng,Trùng Khánh,1462,Xuân Nội
Cao Bằng,Trùng Khánh,1465,Quang Trung
Cao Bằng,Trùng Khánh,1468,Quang Vinh
Cao Bằng,Trùng Khánh,1471,Cao Chương
Cao Bằng,Trùng Khánh,1477,Trùng Khánh
Cao Bằng,Trùng Khánh,1480,Ngọc Khê
Cao Bằng,Trùng Khánh,1481,Ngọc Côn
Cao Bằng,Trùng Khánh,1483,Phong Nậm
Cao Bằng,Trùng Khánh,1489,Đình Phong
Cao Bằng,Trùng Khánh,1495,Đàm Thuỷ
Cao Bằng,Trùng Khánh,1498,Khâm Thành
Cao Bằng,Trùng Khánh,1501,Chí Viễn
Cao Bằng,Trùng Khánh,1504,Lăng Hiếu
Cao Bằng,Trùng Khánh,1507,Phong Châu
Cao Bằng,Trùng Khánh,1516,Trung Phúc
Cao Bằng,Trùng Khánh,1519,Cao Thăng
Cao Bằng,Trùng Khánh,1522,Đức Hồng
Cao Bằng,Trùng Khánh,1525,Đoài Dương
Cao Bằng,Hạ Lang,1534,Minh Long
Cao Bằng,Hạ Lang,1537,Lý Quốc
Cao Bằng,Hạ Lang,1540,Thắng Lợi
Cao Bằng,Hạ Lang,1543,Đồng Loan
Cao Bằng,Hạ Lang,1546,Đức Quang
Cao Bằng,Hạ Lang,1549,Kim Loan
Cao Bằng,Hạ Lang,1552,Quang Long
Cao Bằng,Hạ Lang,1555,An Lạc
Cao Bằng,Hạ Lang,1558,Thanh Nhật
Cao Bằng,Hạ Lang,1561,Vinh Quý
Cao Bằng,Hạ Lang,1564,Thống Nhất
Cao Bằng,Hạ Lang,1567,Cô Ngân
Cao Bằng,Hạ Lang,1573,Hoa
Cao Bằng,Quảng Hòa,1474,Quốc Toản
Cao Bằng,Quảng Hòa,1576,Quảng Uyên
Cao Bằng,Quảng Hòa,1579,Phi Hải
Cao Bằng,Quảng Hòa,1582,Quảng Hưng
Cao Bằng,Quảng Hòa,1594,Độc Lập
Cao Bằng,Quảng Hòa,1597,Cai Bộ
Cao Bằng,Quảng Hòa,1603,Phúc Sen
Cao Bằng,Quảng Hòa,1606,Chí Thảo
Cao Bằng,Quảng Hòa,1609,Tự Do
Cao Bằng,Quảng Hòa,1615,Hồng Quang
Cao Bằng,Quảng Hòa,1618,Ngọc Động
Cao Bằng,Quảng Hòa,1624,Hạnh Phúc
Cao Bằng,Quảng Hòa,1627,Tà Lùng
Cao Bằng,Quảng Hòa,1630,Bế Văn Đàn
Cao Bằng,Quảng Hòa,1636,Cách Linh
Cao Bằng,Quảng Hòa,1639,Đại Sơn
Cao Bằng,Quảng Hòa,1645,Tiên Thành
Cao Bằng,Quảng Hòa,1648,Hoà Thuận
Cao Bằng,Quảng Hòa,1651,Mỹ Hưng
Cao Bằng,Hoà An,1654,Nước Hai
Cao Bằng,Hoà An,1657,Dân Chủ
Cao Bằng,Hoà An,1660,Nam Tuấn
Cao Bằng,Hoà An,1666,Đại Tiến
Cao Bằng,Hoà An,1669,Đức Long
Cao Bằng,Hoà An,1672,Ngũ Lão
Cao Bằng,Hoà An,1675,Trương Lương
Cao Bằng,Hoà An,1687,Hồng Việt
Cao Bằng,Hoà An,1696,Hoàng Tung
Cao Bằng,Hoà An,1699,Nguyễn Huệ
Cao Bằng,Hoà An,1702,Quang Trung
Cao Bằng,Hoà An,1708,Bạch Đằng
Cao Bằng,Hoà An,1711,Bình Dương
Cao Bằng,Hoà An,1714,Lê Chung
Cao Bằng,Hoà An,1723,Hồng Nam
Cao Bằng,Nguyên Bình,1726,Nguyên Bình
Cao Bằng,Nguyên Bình,1729,Tĩnh Túc
Cao Bằng,Nguyên Bình,1732,Yên Lạc
Cao Bằng,Nguyên Bình,1735,Triệu Nguyên
Cao Bằng,Nguyên Bình,1738,Ca Thành
Cao Bằng,Nguyên Bình,1744,Vũ Nông
Cao Bằng,Nguyên Bình,1747,Minh Tâm
Cao Bằng,Nguyên Bình,1750,Thể Dục
Cao Bằng,Nguyên Bình,1756,Mai Long
Cao Bằng,Nguyên Bình,1762,Vũ Minh
Cao Bằng,Nguyên Bình,1765,Hoa Thám
Cao Bằng,Nguyên Bình,1768,Phan Thanh
Cao Bằng,Nguyên Bình,1771,Quang Thành
Cao Bằng,Nguyên Bình,1774,Tam Kim
Cao Bằng,Nguyên Bình,1777,Thành Công
Cao Bằng,Nguyên Bình,1780,Thịnh Vượng
Cao Bằng,Nguyên Bình,1783,Hưng Đạo
Cao Bằng,Thạch An,1786,Đông Khê
Cao Bằng,Thạch An,1789,Canh Tân
Cao Bằng,Thạch An,1792,Kim Đồng
Cao Bằng,Thạch An,1795,Minh Khai
Cao Bằng,Thạch An,1801,Đức Thông
Cao Bằng,Thạch An,1804,Thái Cường
Cao Bằng,Thạch An,1807,Vân Trình
Cao Bằng,Thạch An,1810,Thụy Hùng
Cao Bằng,Thạch An,1813,Quang Trọng
Cao Bằng,Thạch An,1816,Trọng Con
Cao Bằng,Thạch An,1819,Lê Lai
Cao Bằng,Thạch An,1822,Đức Long
Cao Bằng,Thạch An,1828,Lê Lợi
Cao Bằng,Thạch An,1831,Đức Xuân
Bắc Kạn,Bắc Kạn,1834,Nguyễn Minh Khai
Bắc Kạn,Bắc Kạn,1837,Sông Cầu
Bắc Kạn,Bắc Kạn,1840,Đức Xuân
Bắc Kạn,Bắc Kạn,1843,Phùng Chí Kiên
Bắc Kạn,Bắc Kạn,1846,Huyền Tụng
Bắc Kạn,Bắc Kạn,1849,Dương Quang
Bắc Kạn,Bắc Kạn,1852,Nông Thượng
Bắc Kạn,Bắc Kạn,1855,Xuất Hóa
Bắc Kạn,Pác Nặm,1858,Bằng Thành
Bắc Kạn,Pác Nặm,1861,Nhạn Môn
Bắc Kạn,Pác Nặm,1864,Bộc Bố
Bắc Kạn,Pác Nặm,1867,Công Bằng
Bắc Kạn,Pác Nặm,1870,Giáo Hiệu
Bắc Kạn,Pác Nặm,1873,Xuân La
Bắc Kạn,Pác Nặm,1876,An Thắng
Bắc Kạn,Pác Nặm,1879,Cổ Linh
Bắc Kạn,Pác Nặm,1882,Nghiên Loan
Bắc Kạn,Pác Nặm,1885,Cao Tân
Bắc Kạn,Ba Bể,1888,Chợ Rã
Bắc Kạn,Ba Bể,1891,Bành Trạch
Bắc Kạn,Ba Bể,1894,Phúc Lộc
Bắc Kạn,Ba Bể,1897,Hà Hiệu
Bắc Kạn,Ba Bể,1900,Cao Thượng
Bắc Kạn,Ba Bể,1906,Khang Ninh
Bắc Kạn,Ba Bể,1909,Nam Mẫu
Bắc Kạn,Ba Bể,1912,Thượng Giáo
Bắc Kạn,Ba Bể,1915,Địa Linh
Bắc Kạn,Ba Bể,1918,Yến Dương
Bắc Kạn,Ba Bể,1921,Chu Hương
Bắc Kạn,Ba Bể,1924,Quảng Khê
Bắc Kạn,Ba Bể,1927,Mỹ Phương
Bắc Kạn,Ba Bể,1930,Hoàng Trĩ
Bắc Kạn,Ba Bể,1933,Đồng Phúc
Bắc Kạn,Ngân Sơn,1936,Nà Phặc
Bắc Kạn,Ngân Sơn,1939,Thượng Ân
Bắc Kạn,Ngân Sơn,1942,Bằng Vân
Bắc Kạn,Ngân Sơn,1945,Cốc Đán
Bắc Kạn,Ngân Sơn,1948,Trung Hoà
Bắc Kạn,Ngân Sơn,1951,Đức Vân
Bắc Kạn,Ngân Sơn,1954,Vân Tùng
Bắc Kạn,Ngân Sơn,1957,Thượng Quan
Bắc Kạn,Ngân Sơn,1960,Hiệp Lực
Bắc Kạn,Ngân Sơn,1963,Thuần Mang
Bắc Kạn,Bạch Thông,1969,Phủ Thông
Bắc Kạn,Bạch Thông,1975,Vi Hương
Bắc Kạn,Bạch Thông,1978,Sĩ Bình
Bắc Kạn,Bạch Thông,1981,Vũ Muộn
Bắc Kạn,Bạch Thông,1984,Đôn Phong
Bắc Kạn,Bạch Thông,1990,Lục Bình
Bắc Kạn,Bạch Thông,1993,Tân Tú
Bắc Kạn,Bạch Thông,1999,Nguyên Phúc
Bắc Kạn,Bạch Thông,2002,Cao Sơn
Bắc Kạn,Bạch Thông,2005,Quân Hà
Bắc Kạn,Bạch Thông,2008,Cẩm Giàng
Bắc Kạn,Bạch Thông,2011,Mỹ Thanh
Bắc Kạn,Bạch Thông,2014,Dương Phong
Bắc Kạn,Bạch Thông,2017,Quang Thuận
Bắc Kạn,Chợ Đồn,2020,Bằng Lũng
Bắc Kạn,Chợ Đồn,2023,Xuân Lạc
Bắc Kạn,Chợ Đồn,2026,Nam Cường
Bắc Kạn,Chợ Đồn,2029,Đồng Lạc
Bắc Kạn,Chợ Đồn,2032,Tân Lập
Bắc Kạn,Chợ Đồn,2035,Bản Thi
Bắc Kạn,Chợ Đồn,2038,Quảng Bạch
Bắc Kạn,Chợ Đồn,2041,Bằng Phúc
Bắc Kạn,Chợ Đồn,2044,Yên Thịnh
Bắc Kạn,Chợ Đồn,2047,Yên Thượng
Bắc Kạn,Chợ Đồn,2050,Phương Viên
Bắc Kạn,Chợ Đồn,2053,Ngọc Phái
Bắc Kạn,Chợ Đồn,2059,Đồng Thắng
Bắc Kạn,Chợ Đồn,2062,Lương Bằng
Bắc Kạn,Chợ Đồn,2065,Bằng Lãng
Bắc Kạn,Chợ Đồn,2068,Đại Sảo
Bắc Kạn,Chợ Đồn,2071,Nghĩa Tá
Bắc Kạn,Chợ Đồn,2077,Yên Mỹ
Bắc Kạn,Chợ Đồn,2080,Bình Trung
Bắc Kạn,Chợ Đồn,2083,Yên Phong
Bắc Kạn,Chợ Mới,2086,Đồng Tâm
Bắc Kạn,Chợ Mới,2089,Tân Sơn
Bắc Kạn,Chợ Mới,2092,Thanh Vận
Bắc Kạn,Chợ Mới,2095,Mai Lạp
Bắc Kạn,Chợ Mới,2098,Hoà Mục
Bắc Kạn,Chợ Mới,2101,Thanh Mai
Bắc Kạn,Chợ Mới,2104,Cao Kỳ
Bắc Kạn,Chợ Mới,2107,Nông Hạ
Bắc Kạn,Chợ Mới,2110,Yên Cư
Bắc Kạn,Chợ Mới,2113,Thanh Thịnh
Bắc Kạn,Chợ Mới,2116,Yên Hân
Bắc Kạn,Chợ Mới,2122,Như Cố
Bắc Kạn,Chợ Mới,2125,Bình Văn
Bắc Kạn,Chợ Mới,2131,Quảng Chu
Bắc Kạn,Na Rì,2137,Văn Vũ
Bắc Kạn,Na Rì,2140,Văn Lang
Bắc Kạn,Na Rì,2143,Lương Thượng
Bắc Kạn,Na Rì,2146,Kim Hỷ
Bắc Kạn,Na Rì,2152,Cường Lợi
Bắc Kạn,Na Rì,2155,Yến Lạc
Bắc Kạn,Na Rì,2158,Kim Lư
Bắc Kạn,Na Rì,2161,Sơn Thành
Bắc Kạn,Na Rì,2170,Văn Minh
Bắc Kạn,Na Rì,2173,Côn Minh
Bắc Kạn,Na Rì,2176,Cư Lễ
Bắc Kạn,Na Rì,2179,Trần Phú
Bắc Kạn,Na Rì,2185,Quang Phong
Bắc Kạn,Na Rì,2188,Dương Sơn
Bắc Kạn,Na Rì,2191,Xuân Dương
Bắc Kạn,Na Rì,2194,Đổng Xá
Bắc Kạn,Na Rì,2197,Liêm Thuỷ
Tuyên Quang,Tuyên Quang,2200,Phan Thiết
Tuyên Quang,Tuyên Quang,2203,Minh Xuân
Tuyên Quang,Tuyên Quang,2206,Tân Quang
Tuyên Quang,Tuyên Quang,2209,Tràng Đà
Tuyên Quang,Tuyên Quang,2212,Nông Tiến
Tuyên Quang,Tuyên Quang,2215,Ỷ La
Tuyên Quang,Tuyên Quang,2216,Tân Hà
Tuyên Quang,Tuyên Quang,2218,Hưng Thành
Tuyên Quang,Tuyên Quang,2497,Kim Phú
Tuyên Quang,Tuyên Quang,2503,An Khang
Tuyên Quang,Tuyên Quang,2509,Mỹ Lâm
Tuyên Quang,Tuyên Quang,2512,An Tường
Tuyên Quang,Tuyên Quang,2515,Lưỡng Vượng
